id,(Intercept),TTX_WholeLow
d75121fb03fffe5435558d345a2e07d1,-0.043112817377135106,-0.04353893837292094
81367b5fa1d576dacb826873f869c1a8,1.2080371909735401,0.12334167215092773
dc5030eb18fe395a50b8235f2e583dbd,0.6790707651517099,0.28518210457708504
cfa6bd8ad2d98cd7e529771769d3eb46,-0.04311281737713514,0.09756401342694127
b2169de7b5980a96680c0a9cff5fbe7a,-0.04311281737713514,0.09568746865119393
6c891abaa8f2147383dd332e601800eb,0.8149790708525428,-0.6566873581143509
325fb648c013e42172efe98f440e20ca,-0.043112817377135106,-0.05460363346722022
c9b59f5c602850f9557e232d54d3681c,0.43646623718253974,-0.42161578794739385
f639919294e0a3c68edd32f61444186b,-0.043112817377135064,0.07804747362829312
dc8035495ae3fe279fe3718f749059be,-0.043112817377135085,-0.036526570803922714
848dc675af4d8c23f8441947ee836a6c,0.09551661873485393,-0.1595611950655978
093d873a3a18c95b35baa7d66ee25bfa,0.17660964035648682,-0.33217522184608356
725160d504c7ee1fee14ac2af635f256,1.1412028665516283,-1.2701089410966122
a5e3cfb18eb2fd335108bf5b8d60b739,0.2341460548468443,0.16880990763892967
9db3103813997fb1847360e95c8292e6,0.3963320980901087,-0.3346972133040206
f59eb777bfe41f27f84f114609d558ce,-0.04311281737713518,0.031303759667668185
e52a5d6f0e2560fe327b2f502dd5a024,0.4538685125804649,-0.19196006990995135
11f63e800d538ce61113253faf0f0363,-0.043112817377135064,0.03546582061536929
395e59abd70b53c9f797408cbdb91232,0.45386851258046573,-0.4912535819665966
38bfbd3a2cf83da8fe03cea0f6b4f5f3,0.3727754909588321,-0.44298709229246747
ebf0807a4b1e2de928c1e7b86d36d165,0.43646623718253946,-0.43918341881261347
063c374ce845efba43aa5873a76bd480,-0.0431128173771353,0.2436676411239086
fe29ad7d3102f991cc01a58c676bbe7a,0.27877476510968574,0.083431700494834
d733870ab64047b6a503a4d6e822bb26,0.37277549095883206,-0.4998050207280682
ae614740509864ffce4a5216cf25c955,0.9437819692490029,0.1502167558850881
e2c2378854d7ebe603930132eac4804d,-0.043112817377134106,0.9631571403220486
0d87b112bc336b97248bf4757a668689,1.5642665371598783,-0.9915429796953561
50a3b56e0b7db75ee9daccf7a751ba41,-0.043112817377135064,0.17884480479020443
57a2e66edda8cc7b4bc16d7d2663589c,-0.043112817377135106,-0.04166239359717358
04897b86514d3f55b3be6f00248846a0,0.46987705411517305,-0.2379134520095167
32cfdd0837255fb3842fc282e432ec52,-0.043112817377135064,0.8331204968859037
9584999a350ce2d83a4317a0fad6782b,-0.043112817377134946,0.056848361347925314
76a512328fab5191bbe0aab598138c3e,0.9536085069645341,1.334270220638179
9c6fba5073178ddcfceb388ba50e74bf,-0.04311281737713514,0.03691737169163278
ffc4c5e4efd3429ea1d3331cd10e963a,0.09551661873485398,-0.12697281581993608
1ea83794b96a00695927de44a90aa26d,0.6735909703140871,0.7541683793105693
365bc413ed3cf82d8737939b5581c3cc,-0.043112817377135106,0.10843197388021092
2bf318d394050aea92803205510453f2,-0.043112817377135064,0.2191163190990303
5904d025fed7f448a7e798ef3c52422f,0.4984972228433073,-0.3875730472033912
119aab790720c7d15afd83ef2c0a7d0c,0.09551661873485393,-0.23548738837413663
5c96ec70d2839b27eb48f2226c96e2ca,4.910950427217038,-2.881878865369754
74840a9946731bb23d0ff9817fef0171,0.09551661873485398,-0.19588664155947672
04338dde4a4e0a3672ad77314fbd0ed6,0.09551661873485393,0.130415020430319
4bf03fa8fb8cd66f79240593a6defce9,0.3963320980901087,-0.50263099321578
4990a28c16957c1eb8cadc95debb64e7,-0.043112817377135064,0.0011976312349898932
e2b617a58d3064f7cd32aedd651816de,-0.043112817377135126,-0.02546187570962344
711ccf0affa8a0cd6d31008d5d9f0263,0.09551661873485412,-0.14541793429154734
e583c466bec1e423da089cb4a74e64c2,-0.04311281737713514,0.3274515445675522
0b5a2a634b682228a8ccb85a217b5d25,0.23414605484684298,-0.16823968787719842
33d5a2c7d222f0b503a88a922c1312e1,0.34606921243392713,0.38002401903889615
82a57bc2c9023d022c9fd31e0b20b9bf,1.2021945164803594,-0.992490023197096
49819c3a579e7920a97a3e992f14774d,0.3963320980901089,-0.4940485489344645
4cf4fd02fdd37f4390cfc5c57a91305c,1.497398405276583,1.7443845248008931
107aa7e6b56274803bffd1ccff5b2ee6,0.23414605484684292,-0.35852201263581174
6bedc317f20c597d0754e8968c211466,0.09551661873485548,0.215022000028394
3fa661dcfb2fcd8c78952ad8ff653e4f,-0.043112817377135126,-0.01687943142830764
a73f8e627e6029adc45cf8ecd706b342,-0.04311281737713514,0.058418438060242994
8c8598245ea67244fb156b6f31192a41,0.23414605484684303,-0.009616706132129837
9d95739486220d18f60a14774f96072a,-0.043112817377135106,0.10437964635490993
233d552b80812f38eb5325cc571bdeb9,-0.043112817377134904,1.3653388189604327
758b519ac9cfae3f58838bf2a68c41bf,-0.043112817377135085,-0.04759126589822196
e78b852ec1d90a1d3199351848df4788,-0.043112817377135106,0.1301664067148282
63159381296cc042b6e3272640ee5630,3.377066494418911,-1.698966285378361
b0234c750eee7cd5d3dbe0dc8245e43a,0.23414605484684303,-0.28555585937097017
3ab466ec5dcd28eee0ad2fdc2a8c198e,0.09551661873485393,-0.13991405568998272
c5483f45323e238b2330cc591f0b6cd5,0.0955166187348544,-0.12577079491593252
92280cb27b0a97b2163a1e187b675c0c,0.09551661873485412,-0.25513452774975187
8bc54d575f88d09b2ba16b7f571812ae,0.09551661873485398,0.0038424680901469055
1bfa5c0bbafb3a1bff066a17234ff32e,0.8007887236580863,-0.9011587464827091
5ab15ef559d908236d35b2dd7613e9eb,0.17660964035648716,-0.33622754937138494
