SampleID,SwabID,Sample_Date,Location,Lat,Lon,Species,Sp_Abv,TTX_nmol_mg,TTX_mg,mass_g,svl_mm,sex,breeding_condition,DateDNAExtracted,zoospore_estimates,Log_bd,infected,ReadCount,observed_features,faith_pd,shannon_entropy,pielou_evenness,ExpShannon,antifungal_ASVs,antifungal_reads,Propor_TotalAntiFungal,TTX_Richness,TotalTTX,Propor_TotalTTX,TTX_Real,TTX_RelativeAbundance,Notes
Tt.10N4,10N4,5/11/20,Cold_Creek,34.09232115,-118.6477477,Taricha_torosa,Tt,0.385962096,0.150686589,19.32,70.13,M,terrestrial,1/9/22,2740.7167,3.438,1,13737,38,5.010896862,1.860215802,0.354466748,6.425123175,12,3112,0.226541457377885,0,0,0,Low,0,
Tt.10O1,10O1,2/20/20,Gunstock,37.836388,-122.54455,Taricha_torosa,Tt,0.052993898,0.031540967,14.11,66.82,M,aquatic,1/10/22,0,0,0,12674,17,3.016899386,0.356452575,0.087206316,1.428253795,5,138,0.0108884330124665,0,0,0,Low,0,
Tt.10O4,10O4,5/11/20,Cold_Creek,34.09232115,-118.6477477,Taricha_torosa,Tt,1.242157309,0.911101085,17.71,69.71,F,non-gravid,1/9/22,304.7576,2.4854,1,11118,27,3.828919036,1.515608729,0.318747547,4.552191334,11,1150,0.103435869760748,1,25,0.006578947,Low,0.00899442345745638,
Tt.10P1,10P1,2/20/20,Gunstock,37.836388,-122.54455,Taricha_torosa,Tt,0.005957403,0.003909595,11.13,58.74,M,aquatic,1/10/22,0,0,0,7852,95,8.835940798,3.573643482,0.543945513,35.64623326,19,3078,0.392002037697402,1,622,0.163684211,Low,0.0127356087620988,
Tt.10P4,10P4,5/11/20,Cold_Creek,34.09232115,-118.6477477,Taricha_torosa,Tt,0.073777302,0.062895111,13.02,67.19,M,aquatic,1/9/22,4370.7441,3.6407,1,10423,47,5.695418994,1.630515511,0.293543871,5.106506501,10,2194,0.2104960184208,2,7,0.001842105,Low,0.0191883334932361,
Tt.10Q1,10Q1,2/20/20,Gunstock,37.836388,-122.54455,Taricha_torosa,Tt,0.012000972,0.006157635,7.3,53.39,F,gravid,1/10/22,0,0,0,7832,125,12.01171833,3.703508869,0.531671484,40.58947795,22,542,0.0692032686414709,4,24,0.006315789,Low,0.0510725229826353,
Tt.10Q4,10Q4,5/11/20,Cold_Creek,34.09232115,-118.6477477,Taricha_torosa,Tt,0.17585915,0.167713996,19.8,73.33,M,terrestrial,1/9/22,10081.8871,4.0036,1,12658,45,6.300024307,2.190662667,0.398893166,8.94113615,7,1420,0.112182019276347,1,1,0.000263,Low,0.00790014220255965,
Tt.10R1,10R1,2/20/20,Gunstock,37.836388,-122.54455,Taricha_torosa,Tt,0.005260923,0.002524797,6.17,48.55,F,gravid,1/10/22,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,
Tt.10R4,10R4,5/11/20,Cold_Creek,34.09232115,-118.6477477,Taricha_torosa,Tt,0.57056911,0.317096917,12.93,66.23,F,non-gravid,1/9/22,1476.4031,3.1695,1,10740,94,8.925886351,3.142100153,0.479374103,23.15243951,18,2201,0.204934823091248,3,34,0.008947368,Low,0.0279329608938547,
Tt.10S1,10S1,2/20/20,Gunstock,37.836388,-122.54455,Taricha_torosa,Tt,0.0089252,0.00278691,4.31,50.28,F,non-gravid,1/10/22,0,0,0,8929,53,6.818665218,2.261563381,0.394831492,9.598082902,7,118,0.0132153656624482,3,26,0.006842105,Low,0.0335983872774107,
Tt.10T1,10T1,2/20/20,Muir,37.862,-122.573239,Taricha_torosa,Tt,0.393167858,0.783089788,32.27,70.75,M,aquatic,1/9/22,563.8437,2.7519,1,3838,107,8.712306412,4.490563516,0.666110733,89.17168135,25,1699,0.442678478374153,5,235,0.061842105,Low,0.130276185513288,
Tt.10U1,10U1,2/20/20,Muir,37.862,-122.573239,Taricha_torosa,Tt,0.115884477,0.051258663,11.78,63.56,F,gravid,1/10/22,0,0,0,3990,135,11.03967941,4.993084864,0.705555316,147.3904023,25,2068,0.518295739348371,3,47,0.012368421,Low,0.075187969924812,
Tt.10V1,10V1,2/20/20,Muir,37.862,-122.573239,Taricha_torosa,Tt,0.520732414,0.459095405,24.37,70.19,M,aquatic,1/10/22,0,0,0,5659,103,8.373827135,3.561024177,0.532569191,35.19922894,30,662,0.1169817989044,2,17,0.004473684,Low,0.0353419332037462,
Tt.10W1,10W1,2/20/20,Muir,37.862,-122.573239,Taricha_torosa,Tt,0.416526987,0.417578971,21.83,65.67,M,aquatic,1/10/22,0,0,0,12444,44,4.120085323,2.330901895,0.426949554,10.28721534,25,1093,0.0878334940533591,0,0,0,Low,0,
Tt.10X1,10X1,2/20/20,Muir,37.862,-122.573239,Taricha_torosa,Tt,0.352955483,0.208501457,33.03,71.28,M,aquatic,1/10/22,242.9836,2.3874,1,11176,58,4.799639722,3.048274276,0.520362609,21.0789366,24,710,0.063528990694345,1,257,0.067631579,Low,0.00894774516821761,
Tt.10Y1,10Y1,2/20/20,Muir,37.862,-122.573239,Taricha_torosa,Tt,0.801312867,0.542642659,26.75,71.23,M,aquatic,1/9/22,45.7554,1.6698,1,11649,37,3.706408893,1.90555543,0.365787981,6.723140827,16,801,0.0687612670615504,1,4,0.001052632,Low,0.00858442784788394,
Tt.10Z1,10Z1,2/20/20,Muir,37.862,-122.573239,Taricha_torosa,Tt,0.143323254,0.038732246,2.49,81.2,M,aquatic,1/10/22,534.8218,2.729,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,
WBC-01,Swab,05/18/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.063,18,79,M,,,0,0,0,14742,13,1.46557551888407,1.42695486381331,0.385617648847996,NA,14,21230,1.44010310676977,0,0,0,Low,0,NA
WBC-02,Swab,05/18/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.249,12,73.1,F,,,0,0,0,14247,25,2.44739726063824,3.05971591583599,0.658873959657311,NA,20,22855,1.60419737488594,1,6790,3.08636363636364,Low,0.0272405339144647,Parasite under skin where biopsied?
WBC-03,Swab,05/18/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.133,14,69.4,F,,,1470,3.16761267272753,1,19205,41,2.99208209402855,3.69400561742511,0.689495055622598,NA,29,28269,1.47196042697214,1,902,0.41,Low,0.0260281103591879,NA
WBC-04,Swab,05/18/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.071,14,72.1,F,,,393,2.59549622182557,1,24547,28,2.65266276257023,2.84338896354927,0.591466411290528,NA,23,34913,1.42229192976739,1,2086,0.948181818181818,Low,0.0121432908318154,NA
WBC-05,Swab,05/18/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.32,17,79.1,M,,,0,0,0,21101,23,2.19435777452463,2.56106625303201,0.566161418349265,NA,15,28286,1.34050518932752,2,4901,2.22772727272727,Low,0.0135446295543817,NA
WBC-06,Swab,05/18/22,WBC,46.673955516464,-121.219134954781,Taricha_granulosa,Tg,NA,0.175,11,66.2,F,,,401,2.60422605308447,1,1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,
WBC-07,Swab,05/18/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.203,14,70.8,M,,,0,0,0,32895,30,1.6415965770509,3.45143547583112,0.703385455326846,NA,29,49778,1.51323909408725,1,10819,4.91772727272727,Low,0.00336870473303015,NA
WBC-08,Swab,05/18/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.131,13,71.3,M,,,906,2.95760728706009,1,11172,23,2.32830462293589,3.11947275884427,0.689605401483961,NA,22,17388,1.55639097744361,1,6499,2.95409090909091,Low,0.00930578820026056,Shedding skin
WBC-09,Swab,NA,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.411,16,81.3,F,,,1120,3.04960561259497,1,3842,108,8.61241263674162,5.39910759353196,0.799289046901628,NA,71,2925,0.761322228006247,1,1,0.000454545454545455,Low,0.0104351455702807,NA
WBC-10,Swab,05/18/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.412,20,89.6,M,,,639,2.80617997398389,1,12658,23,2.12255990137692,2.67478240537875,0.591300048802745,NA,22,22178,1.75209353768368,1,446,0.202727272727273,Low,0.0161681487469685,NA
WBC-11,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.492,21,89,M,,,0,0,0,29685,20,1.79726992377346,1.25555929263299,0.290509065645553,NA,19,40083,1.35027791814048,1,29919,13.5995454545455,Low,0.031675641431739,NA
WBC-12,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.478,15,73.2,F,,,653,2.81557774832427,1,31095,21,2.00504058238255,2.08448281578567,0.474574721074448,NA,21,46308,1.48924264351182,1,21395,9.725,Low,0.00938174312787316,NA
WBC-13,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.124,14,72.8,F,,,255,2.40823996531185,1,164401,39,3.05337415556676,3.8213712263399,0.723004809870932,NA,39,212718,1.29389723906789,2,24043,10.9286363636364,Low,0.0550357732526142,NA
WBC-14,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.255,14,75.9,F,,,793,2.8998205024271,1,26945,21,2.04868392400329,2.94891988459742,0.671381323513685,NA,20,36752,1.36396362961588,1,9987,4.53954545454545,Low,0.00735781031565006,NA
WBC-15,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,1.484,18,78.6,M,,,850,2.92992956008459,1,10830,23,2.7689621734537,2.70065250643837,0.597019015694527,NA,24,17088,1.57783933518006,1,3473,1.57863636363636,High,0.00727643163792476,NA
WBC-16,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.562,24,86.1,M,,,702,2.84695532501982,1,19952,35,2.75712594377819,3.59579753062384,0.701033169498516,NA,28,26427,1.32452886928629,1,5192,2.36,Low,0.0121713729308666,NA
WBC-17,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.165,17,80.3,M,,,0,0,0,35722,22,1.55711208753405,1.71214576409676,0.383938113758981,NA,17,48155,1.34804882145457,0,0,0,Low,0,NA
WBC-18,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.918,22,84.4,M,,,1020,3.00902574208691,1,24460,14,1.6837537671172,2.16506787607177,0.568654070974214,NA,16,32996,1.34897792313982,1,1763,0.801363636363636,Low,0.0210349179638199,NA
WBC-19,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,1.719,21,86.8,M,,,1130,3.05346260492546,1,9321,46,3.18918396711729,3.04029119239921,0.550422212439437,NA,32,13035,1.39845510138397,1,925,0.420454545454545,High,0.0211954217888936,NA
WBC-20,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.613,18,82.9,M,,,0,0,0,18604,31,2.95645326636441,3.3984857576375,0.685981245941406,NA,31,27107,1.45705224682864,2,4237,1.92590909090909,Low,0.00947822378086346,NA
WBC-21,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.345,20,80,M,,,0,0,0,9583,25,2.79389519529673,2.73248107113398,0.588407771358341,NA,20,13628,1.42210163831785,0,0,0,Low,0,NA
WBC-22,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.257,20,83.8,M,,,451,2.65513843481138,1,14378,27,2.43679783036964,2.43603775099895,0.512322899309512,NA,34,20973,1.45868688273752,1,7315,3.325,Low,0.0223164472216023,NA
WBC-23,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.274,19,80.1,F,,,0,0,0,13591,26,1.8356022616872,2.68251262441072,0.570693974450456,NA,20,20493,1.50783606798617,1,9616,4.37090909090909,Low,0.00520697734964853,NA
WBC-24,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.256,12,75.2,M,,,1320,3.12090281761453,1,16153,24,2.72904977165968,3.24896036523901,0.708612200149507,NA,19,25976,1.6081223302173,0,0,0,Low,0,NA
WBC-25,Swab,05/19/21,WBC,45.673955516464,-122.219134954781,Taricha_granulosa,Tg,NA,0.322,14,73.6,F,,,0,0,0,23241,19,1.8655322147356,2.570612204107,0.605145025655848,NA,18,31206,1.34271330837744,1,7954,3.61545454545455,Low,0.0161238310222509,NA
